Gene
IL15
PLK2
RELN
CTSF
ZMYND11
HTRA1
IL18
SPARC
TES
ZBTB20
CAND2
MYLK
CD244
NCKAP1
CYP2J2
INHBB
MYOC
DBNDD2
B2M
NAB2
BACH1
ASH1L
GATA2
DAB2
GATA3
NKX2-3
NAP1L3
GATM
DGKA
PAIP2B
SLCO3A1
DGKG
MPDZ
GBP2
NCAM1
VN1R17P
NCAM2
IRF6
IRF7
GCH1
CCND1
MARCKSL1
NDN
ZNF275
ARMCX4
DBP
THSD1
SMOC2
ARMCX2
PEX11A
KMT2E
ITGAE
CCL27
PTGER3
PTGER4
APOBR
IL18R1
PMEPA1
SESN1
GEM
PTH
ITGB5
PTGS2
DDIT3
STAC
TMBIM1
BDNF
SLC39A8
FGF17
STAT4
BGN
MYO5C
ADGRL4
MPRIP
MSI2
CMTM8
TINAGL1
NEDD9
SOCS2
JAK1
PTN
CREBRF
IGSF10
LPIN1
IFIH1
MAGI2
TUBB6
STK10
GJA1
JUN
JUNB
JUND
TSC22D1
KRBA1
TEKT2
PTPN12
KCNA1
BTG2
KCNA2
DST
STXBP1
ANTXR2
PXDN
PTPRCAP
PDLIM3
GADD45G
PTPRK
PDRG1
THA1P
IER3
KCND2
VNN1
NFIB
STMN3
CEROX1
KLF9
NFIX
NBEAL2
NRK
PURA
GLIS2
NFKBIA
EHF
IFIT1B
KCNK2
GLUL
KCNMA1
NAV1
BTG3
PHLPP1
C1R
NID1
SYT4
DLG3
PNRC1
PYGM
P2RY14
SGCE
TAC1
ITM2C
SLC35E4
KAZALD1
ABHD8
NKX3-1
GNAQ
TAGLN
DMD
SARDH
BEX2
FERMT2
TAL1
KIT
GNGT2
KLRB1
PDLIM2
GNRHR
HSPB8
RAB27A
CERS4
PTTG1IP
ADGRD1
TBX1
ADGRA3
DNMT3B
SPIC
DNTT
SLC66A3
CYP4V2
LST1
KDELR3
KRT6A
TCF4
CACNA2D1
DPT
LILRB3
ZFP90
RBPMS
NPY2R
ZEB1
STBD1
SASH1
CALD1
NRCAM
TTC28
F2RL3
HBEGF
CAMK2B
ARHGEF5
DUSP1
DUSP2
PCLO
DUSP4
KTN1
CAPN2
PCDHB15
L1CAM
DUSP8
RBP1
MPZL1
SOCS3
SLURP1
NR4A2
GLRA3
GPX7
LAMA2
PHTF2
CASP4
LAMB1
PPP1R13B
DNAJB4
ESAM
GRIA2
LAMC1
NFKBIZ
GRIA3
SLC6A15
CASQ2
GRID1
MRPL52
CAVIN3
GRIK1
RELB
CAV1
RILPL1
PRSS23
REST
PTPN21
ACTR3B
ARHGAP35
ZNF519
MAP7
CBFA2T3
TEK
PRDM5
SERPINH1
NUPR1
TESK1
REEP3
CXCL3
CBR3
ANKH
TAMALIN
TFAP2B
RGS2
RGS4
ARPC1B
NR2F1
SIRT3
RCAN3
LGALS1
TNFRSF11B
PHC1
LGALS3BP
ITIH5
ZNF503
RHOQ
ESYT3
USP2
COL18A1
TGM2
AKTIP
CD1D
THBS1
THBS4
DCUN1D1
RGS18
TOB1
LATS2
SH3GLB1
EFNB2
RAB34
FSTL1
CELSR3
KLF10
P2RX4
FRMD6
TIE1
PLXDC2
EBI3
NACC2
LMO2
TIMP3
EGR2
SYTL4
GCAT
NPTXR
CD27
RABEP1
TLE1
CD34
ENTPD1
LPP
SERPINE1
CD40
ERRFI1
TSPAN6
KLK8
TSPAN4
MEDAG
CD59
LRP4
LRRC8A
PPP1R18
LHFPL6
DNAI4
ROBO1
MACF1
LSP1
RORA
BEX4
ADGRE5
LTB
LTBP1
LTBP2
LTBP3
GJC3
GREM1
TNFAIP6
EMP1
PBX1
ADGRE1
PATJ
EIF1
LY75
PBX3
TRIM47
FLOT1
ENG
CDH2
KLRG1
PBXIP1
TCEAL9
ZMYM4
MARCKS
PCK2
ZMYM6
TP53BP1
SMAD1
RCAN2
PHLDB2
LRRFIP1
SMAD7
TPD52L1
EPHA5
EPHA7
PHF13
LARGE1
