"","x"
"2655","SLC6A9"
"2656","SLC7A1"
"2657","SLC7A11"
"2658","SLC7A4"
"2659","SLC7A5"
"2660","SLC7A8"
"2661","SLC8A1"
"2662","SLC8A3"
"2663","SLC9A3"
"2664","SLC9A3R2"
"2665","SLC9A9"
"2666","SLCO3A1"
"2667","SLCO4C1"
"2668","SLFN11"
"2669","SLFN13"
"2670","SLFN5"
"2671","SLIT1"
"2672","SMAD7"
"2673","SMAP2"
"2674","SMARCD3"
"2675","SMIM10"
"2676","SMIM24"
"2677","SMO"
"2678","SMOX"
"2679","SMPD1"
"2680","SMPD3"
"2681","SMPDL3A"
"2682","SMS"
"2683","SMTN"
"2684","SMTNL1"
"2685","SMYD5"
"2686","SNAI3"
"2687","SNAP25"
"2688","SNAPC3"
"2689","SNAPC5"
"2690","SNED1"
"2691","SNN"
"2692","SNPH"
"2693","SNTA1"
"2694","SNTB1"
"2695","SNX10"
"2696","SNX18"
"2697","SNX29"
"2698","SNX30"
"2699","SNX32"
"2700","SNX33"
"2701","SNX8"
"2702","SNX9"
"2703","SOCS3"
"2704","SOGA3"
"2705","SORBS1"
"2706","SORBS3"
"2707","SORL1"
"2708","SOS1"
"2709","SOWAHA"
"2710","SOWAHC"
"2711","SOWAHD"
"2712","SOX12"
"2713","SOX13"
"2714","SOX18"
"2715","SOX2"
"2716","SOX4"
"2717","SP2"
"2718","SP5"
"2719","SPACA9"
"2720","SPAG1"
"2721","SPAG16"
"2722","SPAG4"
"2723","SPATA25"
"2724","SPATA7"
"2725","SPDYE16"
"2726","SPDYE6"
"2727","SPEF2"
"2728","SPIB"
"2729","SPINK2"
"2730","SPINT1"
"2731","SPINT2"
"2732","SPIRE1"
"2733","SPNS2"
"2734","SPOCK1"
"2735","SPOCK2"
"2736","SPP1"
"2737","SPRED2"
"2738","SPRED3"
"2739","SPRY2"
"2740","SPTBN2"
"2741","SPTLC3"
"2742","SPX"
"2743","SQLE"
"2744","SQOR"
"2745","SRC"
"2746","SRGAP3"
"2747","SRGN"
"2748","SRM"
"2749","SRPK3"
"2750","SRPRB"
"2751","SRSF2"
"2752","SSBP2"
"2753","SSBP4"
"2754","SSH1"
"2755","SSH3"
"2756","SSX7"
"2757","ST3GAL6"
"2758","STAG3"
"2759","STAM"
"2760","STAMBP"
"2761","STAMBPL1"
"2762","STAP1"
"2763","STARD4"
"2764","STARD6"
"2765","STARD8"
"2766","STAT1"
"2767","STAT3"
"2768","STAT4"
"2769","STBD1"
"2770","STC2"
"2771","STK3"
"2772","STK33"
"2773","STK38"
"2774","STMN3"
"2775","STN1"
"2776","STON1"
"2777","STPG1"
"2778","STPG3"
"2779","STRC"
"2780","STRIP2"
"2781","STX11"
"2782","STX1B"
"2783","STX2"
"2784","SUGP1"
"2785","SULT1B1"
"2786","SULT2B1"
"2787","SUMF1"
"2788","SUOX"
"2789","SURF2"
"2790","SUSD1"
"2791","SUSD6"
"2792","SWT1"
"2793","SYCP2L"
"2794","SYDE1"
"2795","SYNCRIP"
"2796","SYNE1"
"2797","SYNE2"
"2798","SYNGAP1"
"2799","SYNGR1"
"2800","SYNGR2"
"2801","SYNGR3"
"2802","SYNJ2"
"2803","SYP"
"2804","SYT15"
"2805","TAC3"
"2806","TAC4"
"2807","TACSTD2"
"2808","TAF4B"
"2809","TAF5"
"2810","TAF7L"
"2811","TAGLN"
"2812","TANC2"
"2813","TAP2"
"2814","TAPBPL"
"2815","TARS"
"2816","TAS1R3"
"2817","TAS2R10"
"2818","TAS2R4"
"2819","TAS2R5"
"2820","TBC1D1"
"2821","TBC1D12"
"2822","TBC1D3L"
"2823","TBKBP1"
"2824","TBX19"
"2825","TBX21"
"2826","TBX6"
"2827","TC2N"
"2828","TCEA2"
"2829","TCEA3"
"2830","TCEAL1"
"2831","TCEAL3"
"2832","TCEAL4"
"2833","TCEAL9"
"2834","TCF4"
"2835","TCF7"
"2836","TCF7L1"
"2837","TCF7L2"
"2838","TCP10L"
"2839","TCTEX1D4"
"2840","TCTN3"
"2841","TDRKH"
"2842","TEAD2"
"2843","TEAD3"
"2844","TEAD4"
"2845","TEC"
"2846","TEN1-CDK3"
"2847","TEP1"
"2848","TEPSIN"
"2849","TESC"
"2850","TESK2"
"2851","TESMIN"
"2852","TET1"
"2853","TEX22"
"2854","TFAP2A"
"2855","TFEC"
"2856","TFPI"
"2857","TGFB1I1"
"2858","TGFB3"
"2859","TGFBR3"
"2860","TGIF1"
"2861","TGM5"
"2862","THAP8"
"2863","THBS3"
"2864","THBS4"
"2865","THEM4"
"2866","THEM5"
"2867","THEMIS"
"2868","THEMIS2"
"2869","THRA"
"2870","THRSP"
"2871","THSD4"
"2872","THSD7A"
"2873","THY1"
"2874","TIAM1"
"2875","TIAM2"
"2876","TIE1"
"2877","TIFA"
"2878","TIGD2"
"2879","TIGD3"
"2880","TIGIT"
"2881","TIMM23B"
"2882","TIMMDC1"
"2883","TIMP1"
"2884","TINAG"
"2885","TLDC1"
"2886","TLDC2"
"2887","TLE3"
"2888","TLE6"
"2889","TLNRD1"
"2890","TLR1"
"2891","TLR9"
"2892","TLX2"
"2893","TMA16"
"2894","TMC4"
"2895","TMCC3"
"2896","TMED6"
"2897","TMEM107"
"2898","TMEM116"
"2899","TMEM117"
"2900","TMEM125"
"2901","TMEM132A"
"2902","TMEM136"
"2903","TMEM143"
"2904","TMEM150C"
"2905","TMEM159"
"2906","TMEM169"
"2907","TMEM170B"
"2908","TMEM178A"
"2909","TMEM185B"
"2910","TMEM191C"
"2911","TMEM2"
"2912","TMEM200B"
"2913","TMEM201"
"2914","TMEM204"
"2915","TMEM206"
"2916","TMEM213"
"2917","TMEM217"
"2918","TMEM225B"
"2919","TMEM229B"
"2920","TMEM234"
"2921","TMEM240"
"2922","TMEM243"
"2923","TMEM269"
"2924","TMEM39A"
"2925","TMEM45A"
"2926","TMEM63A"
"2927","TMEM63C"
"2928","TMEM74B"
"2929","TMEM79"
"2930","TMEM80"
"2931","TMEM88"
"2932","TMEM8B"
"2933","TMEM92"
"2934","TMEM98"
"2935","TMIGD2"
"2936","TMOD1"
"2937","TMOD2"
"2938","TMPRSS3"
"2939","TMPRSS6"
"2940","TMPRSS9"
"2941","TMSB15B"
"2942","TMTC2"
"2943","TMTC3"
"2944","TNF"
"2945","TNFAIP3"
"2946","TNFAIP8L1"
"2947","TNFAIP8L2"
"2948","TNFAIP8L3"
"2949","TNFRSF10A"
"2950","TNFRSF10B"
"2951","TNFRSF10D"
"2952","TNFRSF11A"
"2953","TNFRSF12A"
"2954","TNFRSF18"
"2955","TNFRSF1A"
"2956","TNFRSF1B"
"2957","TNFRSF4"
"2958","TNFRSF8"
"2959","TNFRSF9"
"2960","TNFSF10"
"2961","TNFSF11"
"2962","TNFSF14"
"2963","TNFSF4"
"2964","TNFSF8"
"2965","TNFSF9"
"2966","TNIP2"
"2967","TNIP3"
"2968","TNK1"
"2969","TNNC1"
"2970","TNNC2"
"2971","TNNT1"
"2972","TNNT2"
"2973","TNNT3"
"2974","TNP1"
"2975","TNRC18"
"2976","TNS1"
"2977","TNS2"
"2978","TNS3"
"2979","TOB1"
"2980","TOM1L2"
"2981","TOMM40"
"2982","TOR2A"
"2983","TOX"
"2984","TP53AIP1"
"2985","TP53I11"
"2986","TP53I13"
"2987","TP53INP1"
"2988","TP63"
"2989","TP73"
"2990","TPCN1"
"2991","TPGS1"
"2992","TPM1"
"2993","TPM2"
"2994","TPPP3"
"2995","TPRA1"
"2996","TPRG1"
"2997","TPST1"
"2998","TRABD2A"
"2999","TRAF3IP2"
"3000","TRAF4"
"3001","TRANK1"
"3002","TRAT1"
"3003","TRDMT1"
"3004","TREML2"
"3005","TREX2"
"3006","TRIB1"
"3007","TRIB2"
"3008","TRIL"
"3009","TRIM16"
"3010","TRIM17"
"3011","TRIM25"
"3012","TRIM36"
"3013","TRIM43"
"3014","TRIM46"
"3015","TRIM47"
"3016","TRIM66"
"3017","TRIM69"
"3018","TRIM7"
"3019","TRIM9"
"3020","TRIP10"
"3021","TRIQK"
"3022","TRMO"
"3023","TRMT10A"
"3024","TRMT11"
"3025","TRMT1L"
"3026","TRMT6"
"3027","TRMT61A"
"3028","TRO"
"3029","TRPC1"
"3030","TRPM2"
"3031","TRPS1"
"3032","TRPT1"
"3033","TRPV1"
"3034","TRPV2"
"3035","TSC22D2"
"3036","TSC22D3"
"3037","TSEN2"
"3038","TSEN54"
"3039","TSHR"
"3040","TSHZ2"
"3041","TSKU"
"3042","TSPAN11"
"3043","TSPAN13"
"3044","TSPAN14"
"3045","TSPAN18"
"3046","TSPAN32"
"3047","TSPAN5"
"3048","TSPAN7"
"3049","TSPOAP1"
"3050","TSPYL2"
"3051","TSTD2"
"3052","TSTD3"
"3053","TTC16"
"3054","TTC22"
"3055","TTC30A"
"3056","TTC30B"
"3057","TTC34"
"3058","TTC4"
"3059","TTC7A"
"3060","TTC7B"
"3061","TTC8"
"3062","TTC9"
"3063","TTLL11"
"3064","TTLL7"
"3065","TTYH2"
"3066","TUB"
"3067","TUBA3C"
"3068","TUBB2A"
"3069","TUBB4A"
"3070","TUBB6"
"3071","TUFT1"
"3072","TULP4"
"3073","TUSC5"
"3074","TWIST1"
"3075","TWNK"
"3076","TXK"
"3077","TXNDC2"
"3078","TXNIP"
"3079","TXNRD1"
"3080","TYMP"
"3081","UAP1L1"
"3082","UBASH3A"
"3083","UBE2E2"
"3084","UBE2QL1"
"3085","UBXN10"
"3086","UBXN11"
"3087","UBXN8"
"3088","UCK2"
"3089","UCN"
"3090","UCP2"
"3091","UCP3"
"3092","UFSP1"
"3093","UGGT2"
"3094","UHRF1BP1L"
"3095","ULBP1"
"3096","ULBP2"
"3097","ULBP3"
"3098","ULK4"
"3099","UPK2"
"3100","UPRT"
"3101","URB1"
"3102","URB2"
"3103","USP12"
"3104","USP36"
"3105","USP43"
"3106","USP46"
"3107","USP53"
"3108","USP54"
"3109","UTP15"
"3110","UTP20"
"3111","UTP4"
"3112","VAMP1"
"3113","VARS"
"3114","VASH1"
"3115","VASN"
"3116","VCAM1"
"3117","VCL"
"3118","VCPKMT"
"3119","VDR"
"3120","VEGFA"
"3121","VILL"
"3122","VIM"
"3123","VIPR1"
"3124","VLDLR"
"3125","VMAC"
"3126","VPS37C"
"3127","VPS37D"
"3128","VPS9D1"
"3129","VSIG1"
"3130","VSIG4"
"3131","VSIG8"
"3132","VSTM2L"
"3133","VWA1"
"3134","VWA3A"
"3135","VWA5A"
"3136","VWCE"
"3137","WARS"
"3138","WASF1"
"3139","WASHC3"
"3140","WDFY3"
"3141","WDR3"
"3142","WDR4"
"3143","WDR43"
"3144","WDR75"
"3145","WDR81"
"3146","WDTC1"
"3147","WEE1"
"3148","WHRN"
"3149","WLS"
"3150","WNK3"
"3151","WNT1"
"3152","WNT10A"
"3153","WNT10B"
"3154","WNT11"
"3155","WNT5B"
"3156","WNT6"
"3157","WNT7B"
"3158","WNT8B"
"3159","WNT9A"
"3160","WTIP"
"3161","XBP1"
"3162","XCL1"
"3163","XCL2"
"3164","XIRP1"
"3165","XKR8"
"3166","XKRX"
"3167","XPNPEP2"
"3168","XYLB"
"3169","XYLT2"
"3170","YBX2"
"3171","YEATS2"
"3172","YES1"
"3173","YPEL1"
"3174","YPEL2"
"3175","YPEL3"
"3176","YPEL4"
"3177","ZBED2"
"3178","ZBED6"
"3179","ZBED8"
"3180","ZBTB1"
"3181","ZBTB18"
"3182","ZBTB25"
"3183","ZBTB32"
"3184","ZBTB46"
"3185","ZC3H12A"
"3186","ZC3H12C"
"3187","ZC3H12D"
"3188","ZC3H6"
"3189","ZC3HAV1L"
"3190","ZDBF2"
"3191","ZDHHC1"
"3192","ZDHHC14"
"3193","ZDHHC9"
"3194","ZEB2"
"3195","ZFAND2A"
"3196","ZFHX3"
"3197","ZFP14"
"3198","ZFP3"
"3199","ZFP36"
"3200","ZFP36L1"
"3201","ZFP69B"
"3202","ZFP90"
"3203","ZFYVE9"
"3204","ZG16B"
"3205","ZIK1"
"3206","ZKSCAN3"
"3207","ZMAT1"
"3208","ZMAT3"
"3209","ZMIZ1"
"3210","ZMPSTE24"
"3211","ZMYM3"
"3212","ZMYND10"
"3213","ZNF10"
"3214","ZNF117"
"3215","ZNF132"
"3216","ZNF133"
"3217","ZNF134"
"3218","ZNF155"
"3219","ZNF160"
"3220","ZNF202"
"3221","ZNF211"
"3222","ZNF219"
"3223","ZNF221"
"3224","ZNF222"
"3225","ZNF223"
"3226","ZNF233"
"3227","ZNF235"
"3228","ZNF248"
"3229","ZNF25"
"3230","ZNF274"
"3231","ZNF282"
"3232","ZNF283"
"3233","ZNF284"
"3234","ZNF292"
"3235","ZNF296"
"3236","ZNF32"
"3237","ZNF324B"
"3238","ZNF331"
"3239","ZNF334"
"3240","ZNF34"
"3241","ZNF341"
"3242","ZNF35"
"3243","ZNF365"
"3244","ZNF385A"
"3245","ZNF395"
"3246","ZNF404"
"3247","ZNF408"
"3248","ZNF416"
"3249","ZNF425"
"3250","ZNF428"
"3251","ZNF433"
"3252","ZNF438"
"3253","ZNF439"
"3254","ZNF44"
"3255","ZNF440"
"3256","ZNF449"
"3257","ZNF469"
"3258","ZNF480"
"3259","ZNF485"
"3260","ZNF487"
"3261","ZNF491"
"3262","ZNF502"
"3263","ZNF503"
"3264","ZNF530"
"3265","ZNF548"
"3266","ZNF549"
"3267","ZNF563"
"3268","ZNF566"
"3269","ZNF573"
"3270","ZNF579"
"3271","ZNF583"
"3272","ZNF584"
"3273","ZNF593"
"3274","ZNF594"
"3275","ZNF605"
"3276","ZNF607"
"3277","ZNF611"
"3278","ZNF629"
"3279","ZNF630"
"3280","ZNF641"
"3281","ZNF653"
"3282","ZNF654"
"3283","ZNF660"
"3284","ZNF662"
"3285","ZNF670"
"3286","ZNF683"
"3287","ZNF69"
"3288","ZNF692"
"3289","ZNF697"
"3290","ZNF704"
"3291","ZNF71"
"3292","ZNF711"
"3293","ZNF718"
"3294","ZNF730"
"3295","ZNF75A"
"3296","ZNF763"
"3297","ZNF768"
"3298","ZNF774"
"3299","ZNF788"
"3300","ZNF790"
"3301","ZNF793"
"3302","ZNF799"
"3303","ZNF80"
"3304","ZNF800"
"3305","ZNF821"
"3306","ZNF823"
"3307","ZNF837"
"3308","ZNF843"
"3309","ZNF846"
"3310","ZNF853"
"3311","ZNF862"
"3312","ZNF878"
"3313","ZNHIT2"
"3314","ZSCAN20"
"3315","ZSCAN30"
"3316","ZSWIM6"
"3317","ZYG11B"
