,CD19_Donor76_Day11,CD19_Donor76_Day15,CD19_Donor76_Day21,CD19_Donor86_Day11,CD19_Donor86_Day15,CD19_Donor86_Day21,CD19_Donor90_Day11,CD19_Donor90_Day15,CD19_Donor90_Day21,Control_Donor76_Day0,Control_Donor86_Day0,Control_Donor90_Day0,HA_Donor76_Day11,HA_Donor76_Day15,HA_Donor76_Day21,HA_Donor86_Day11,HA_Donor86_Day15,HA_Donor86_Day21,HA_Donor90_Day11,HA_Donor90_Day15,HA_Donor90_Day21,cluster,Genesymbol,
PTMS,-0.114992792,-0.112801143,-0.376458662,-0.088082794,0.199602195,-0.021973252,0.100388104,0.42801006,0.073863162,-2.593983411,-2.06231928,-1.902838159,0.624699496,0.493637142,0.434034781,1.034355825,0.74650124,0.606880187,0.977928893,0.745590281,0.807958128,C1,PTMS,ENSG00000159335.15
PADI4,1.520832543,0.19463187,-0.881438878,1.005676397,0.040222567,-0.435601262,0.532023301,-0.883369646,-1.454360431,-0.892817347,2.482448808,1.662169496,0.243651569,-0.257087169,-0.420538695,0.482381341,-0.023949963,-0.472106626,-0.931641084,-0.767682552,-0.743444239,C1,PADI4,ENSG00000159339.13
BTG2,-0.191181273,-1.120841957,0.546678149,0.573231452,-2.042048613,0.216680797,2.011692016,-1.530346288,0.457931768,-1.96597804,-0.26464832,1.094138773,0.065524305,1.263227007,-0.128255451,0.244173553,0.593961335,0.279316634,-0.003366867,-0.150120271,0.050231291,C1,BTG2,ENSG00000159388.5
HK2,0.933827629,0.176259984,-0.045278914,0.670881499,0.04728385,0.041476002,1.018062041,-0.06527625,0.102766456,-2.56167211,-2.011741762,-1.825193217,1.117383536,-0.295915917,0.384516086,0.923249513,-0.219465702,0.206534065,1.025484016,-0.034243635,0.411062831,C1,HK2,ENSG00000159399.9
THEM4,0.736848112,1.083534572,0.423925581,1.32138341,1.549613908,0.79307235,-0.641931322,0.08373228,-0.026577054,-1.48607888,1.06729375,0.121098009,-0.891207591,0.356176391,-0.21726922,-1.385821938,1.02681964,-0.482732665,-2.105980684,-0.497721173,-0.828177476,C2,THEM4,ENSG00000159445.12
RGL4,1.002754472,0.925444362,0.971463443,1.153224858,1.215900032,0.911668648,1.101126408,1.252643861,0.975582377,-0.338217697,-0.079136195,-0.149606281,-1.319401467,-1.504541775,-1.03815935,-0.870038576,-1.042558172,-0.832599853,-0.971511886,-0.377938247,-0.986098961,C2,RGL4,ENSG00000159496.14
ISL2,-0.610856268,-0.719873167,-0.466344898,-0.69534767,0.090154856,-0.014811032,-1.067757526,0.510331437,0.427372564,-1.730356372,-1.730356372,-1.236396245,-0.189621497,1.793142838,0.312438372,0.197678913,1.034208336,1.041109419,0.364286541,1.391451403,1.299546368,C5,ISL2,ENSG00000159556.9
ACE,0.104633237,-0.561258293,-0.292984019,0.326298349,-0.812154045,0.025533535,1.496393608,0.445524129,0.644791215,1.284416861,1.724108303,2.320079982,-0.577737276,-0.598769882,-1.069921218,-0.103486062,-0.58889863,-1.15157354,-1.187005029,-0.796959309,-0.631031915,C2,ACE,ENSG00000159640.15
TPPP3,-0.794432517,-0.794432517,-0.302916665,-0.794432517,-0.794432517,-0.343946085,-0.794432517,-0.794432517,-0.175600283,0.262668673,0.541843326,0.907124933,-0.563828453,-0.423233185,0.95950105,-0.794432517,0.863914444,2.308651917,-0.373752899,-0.585286647,2.485887495,C5,TPPP3,ENSG00000159713.10
ZDHHC1,-0.425947636,-0.776175611,-0.876634094,-0.971173968,-0.713088988,-0.947309418,-0.654978977,-0.277138907,-0.653388545,-0.515184252,-0.803446549,-0.94928845,0.357414257,0.837637428,1.526076452,-0.033211231,1.293548122,-0.198735721,0.848752951,2.088261651,1.844011487,C5,ZDHHC1,ENSG00000159714.10
C16orf86,1.402632567,-1.931633297,0.211527687,1.28330656,-1.114950321,0.402947945,1.248249795,-1.43389859,0.310761021,0.923714478,-0.666605869,-0.688745581,-0.25149635,0.05468511,0.233177014,1.364763749,0.303739216,-0.546096883,0.859881528,-1.564357279,-0.401602499,C1,C16orf86,ENSG00000159761.14
RGS12,0.261852982,-1.717799606,-1.347872319,0.841613764,-0.823438129,-0.19702307,1.162792505,-0.839164905,0.025233325,-1.890713042,-0.922622385,-1.010573715,0.197355757,0.582978084,-0.105557782,1.389776729,0.811466994,0.739285446,1.031147268,0.858772146,0.952489953,C1,RGS12,ENSG00000159788.18
ZNF222,-0.114508293,-1.046569482,1.01923301,0.707615145,-0.132103893,-0.75664356,0.532082657,-0.494365116,-0.815605699,-0.976544548,-1.351338767,0.381181568,-1.291712452,-1.023234958,1.083145483,-0.19900096,0.326577051,2.142950251,0.000693202,0.003892092,2.004257272,C5,ZNF222,ENSG00000159885.13
NPR2,1.068736857,0.914868326,-1.16288261,-0.131834802,-0.293031292,-2.581807594,-0.192887385,0.452781627,-2.146819479,-1.204176576,0.646802959,0.856994338,0.488382548,0.267306634,0.062115559,0.045195609,1.046642879,0.442130387,0.279239709,0.804050976,0.33819133,C1,NPR2,ENSG00000159899.14
ZNF221,0.650611194,-0.592379971,-0.636378033,0.874942571,-1.172264346,-1.232052094,0.197051631,-0.424941121,-1.212721096,-1.72674789,-0.940766529,-1.096735193,0.3659272,1.879223947,1.181293042,0.522075894,1.049210372,0.626571129,0.436690405,1.174778901,0.076609986,C1,ZNF221,ENSG00000159905.14
ZNF233,-0.226497578,-0.36567235,-0.860737768,1.323686832,-0.483976185,-1.605833496,0.75792834,-0.407006539,-0.231750866,-1.911004175,-1.793211507,1.534445678,0.611699002,1.267187592,0.194922224,-0.073462788,-0.069305667,0.552052725,1.415286191,-0.024494453,0.395744787,C1,ZNF233,ENSG00000159915.12
ZNF235,-0.126297389,-0.167467216,-0.640261293,-0.281713829,-0.573545957,-0.651765539,0.800948271,-0.170003088,0.275842388,-1.069854148,-1.436014902,-0.873258454,-0.576302331,-0.25415816,1.173026697,-1.388591202,0.552279886,1.649071871,0.014485914,1.508203479,2.235375002,C5,ZNF235,ENSG00000159917.15
PTGIR,-0.420031802,0.198757394,0.510366946,-0.19395449,-0.293451049,-0.289718377,-1.251746078,-0.999988421,-0.387520058,-1.928817989,-1.514568011,-1.649887621,0.97534438,0.91790984,0.543219476,1.055534804,1.142435068,0.756019688,1.141118767,1.009155281,0.679822253,C3,PTGIR,ENSG00000160013.8
TMEM234,0.265608867,0.112245602,1.1746076,-0.04591358,0.623177986,0.594635622,1.024600938,1.146889104,0.96041993,-2.110391281,-1.958259173,-0.937243814,-1.157157642,-0.57373802,0.700371069,-1.326305824,0.135808312,0.544612438,-0.487136291,0.600792342,0.712375813,C4,TMEM234,ENSG00000160055.19
ATAD3B,-0.990231601,1.291243936,0.183215373,-0.700526136,1.856820188,0.495987082,-1.496740639,0.870224073,-0.532116627,1.587315196,1.090265354,0.208677168,-1.003083161,-0.096585963,0.146614164,-0.815748799,0.548164798,-0.278918744,-1.907952615,0.143383403,-0.60000645,C4,ATAD3B,ENSG00000160072.19
NR2F6,-0.076204705,-0.336978613,-1.39459539,1.367237667,1.144418198,-0.562914872,0.039929152,0.055984948,-1.644236088,-1.875315873,-0.625119865,-1.221519267,0.63851158,0.357926932,-0.16274846,1.417901649,1.01495809,-0.07275534,1.298397361,0.964676593,-0.327553695,C1,NR2F6,ENSG00000160113.5
CILP2,-1.483242903,-1.007574335,-0.511661048,-0.687814531,-1.217523129,-0.341169236,-0.69202019,-0.79823406,-0.53744813,-0.90744936,-0.294858324,-0.929677554,0.857659137,1.513964671,0.730227729,1.519602667,1.215528007,0.945927191,1.346621281,1.0854649,0.193677218,C3,CILP2,ENSG00000160161.9
TMPRSS3,-0.13476804,-0.737730221,-0.470549713,-0.401253127,-0.893608798,-0.439546548,-0.001134003,-0.6379846,0.033529354,-2.016325669,-1.635934084,-1.409564282,1.143500553,0.927778224,0.935748572,0.701638711,0.803446726,0.785505744,1.476808775,1.037384054,0.933058371,C3,TMPRSS3,ENSG00000160183.13
UBASH3A,-0.110744336,0.266330275,1.224408521,-0.392359621,-0.076132601,0.9211605,0.192835835,0.063041942,0.840408739,-2.336716508,-1.807374657,-2.277220121,1.117585131,0.235054323,0.34288497,0.573759897,0.380917931,0.386571313,0.800246923,-0.127719911,-0.216938546,C4,UBASH3A,ENSG00000160185.14
WDR4,-0.179830842,1.542170219,0.94985453,-0.046604047,1.461080323,0.714993732,-0.167659105,1.521480834,1.010643813,-1.876870822,-1.728482099,-1.092291985,-0.236391794,-0.25707951,0.397256552,-0.730938837,0.407540751,-1.088959632,-0.483560657,0.473151087,-0.589502511,C4,WDR4,ENSG00000160193.11
CBS,-0.73106471,-0.024225933,-0.513370378,-0.120162143,0.624638844,0.017537069,0.270881322,0.556040239,0.340852805,-2.157688092,-1.913765755,-2.060366348,0.214776945,0.876120353,0.443761988,0.602176741,0.973298054,-0.208384691,1.364094027,1.205117664,0.239731998,C4,CBS,ENSG00000160200.17
HSF2BP,-0.440614653,-0.450722756,0.602043684,-1.283143199,0.755452654,1.463336816,-1.260861233,-0.465691135,-0.376694109,-0.37459349,-1.186928747,-0.901410697,-0.74100186,0.986651605,2.306600011,-1.073901887,0.720901737,0.112709047,-0.190974057,1.34016351,0.458678759,C4,HSF2BP,ENSG00000160207.8
RRP1,-0.401283961,1.156392657,0.631025257,-0.279590158,1.204223513,0.531707846,-0.461738086,1.228153968,0.64310819,-2.885860568,-1.096613639,-1.647423642,-0.39342318,-0.090129086,0.493400926,-0.364077354,0.725278941,0.20115568,-0.209973135,0.859482029,0.156183802,C4,RRP1,ENSG00000160214.12
ICOSLG,-0.173093377,-1.112906088,-0.455263948,0.284459758,-0.741628126,0.071699817,-0.188952651,-0.674446442,-0.562840534,-1.941083474,-1.433219306,-0.012034076,1.037172354,0.384983953,-1.192529842,1.909874657,1.126044587,1.050495467,1.225340018,0.938694283,0.459232971,C3,ICOSLG,ENSG00000160223.16
LRRC3,-0.006593351,-0.201688807,-0.744984172,0.293639538,0.066028412,-0.468957982,0.437172134,-0.004005911,-1.099858579,-1.487856669,-1.574989221,-1.664948866,0.755931341,0.936242366,-0.26552398,2.08422668,1.861831042,0.346494332,0.349579363,0.732668567,-0.344406234,C1,LRRC3,ENSG00000160233.7
C21orf58,1.087122892,0.15083286,-0.012305103,0.751092386,0.250034627,0.139269329,0.814305219,0.285142619,-0.079895748,-2.890046795,-1.897855889,-1.689993396,0.783188596,0.860297655,0.309952351,0.630745689,0.399575465,-0.155359428,0.439712353,0.329293788,-0.50510947,C1,C21orf58,ENSG00000160298.17
S100B,0.854320376,0.423636201,0.551065646,0.009613703,-0.232812688,-0.470816478,0.16527792,-0.107096497,-0.31672453,2.010770181,1.582299302,2.407265016,-0.583829325,-0.457164927,-0.187206937,-0.844296904,-1.121624209,-1.161411093,-0.844417402,-0.89558064,-0.781266713,C2,S100B,ENSG00000160307.9
CLDND2,-1.74526842,-1.355097767,0.84307698,-1.54847101,0.030384374,1.625254803,0.066013048,1.256873459,1.704468438,-0.8291759,-0.574156565,0.538008365,-1.410180511,0.082004517,-0.140301049,-0.245450527,0.603035224,0.897897733,-0.137808334,0.522530436,-0.183637296,C4,CLDND2,ENSG00000160318.6
SLC2A6,0.347204015,0.286609994,1.289908792,0.269858837,0.869995835,0.093805543,0.631089609,0.545717555,0.081498282,1.434615018,1.163533913,1.799114691,-1.676055328,-0.715128259,-0.921229428,-0.97741134,-0.630503783,-0.867503851,-1.204252793,-0.380911942,-1.43995536,C2,SLC2A6,ENSG00000160326.13
CFAP157,-0.889360291,0.274073241,-0.032167753,0.972201185,-0.520995939,0.603705866,1.469434035,1.67451019,1.232602077,-1.464481513,-1.087401967,-0.103623857,-1.15506476,-0.926382384,0.731145215,-0.759076925,-0.600032285,-0.319664309,-1.089090364,1.627501338,0.3621692,C4,CFAP157,ENSG00000160401.14
TOR2A,1.301568389,0.935642043,0.99771828,0.943721189,1.446919563,0.90832509,1.198559219,0.871971692,0.648566354,-0.635718081,-1.120069028,0.016264846,-1.269932166,-0.618304129,-0.199562171,-0.9781504,-0.682211292,-1.562055091,-1.244311684,-0.008206318,-0.950736304,C2,TOR2A,ENSG00000160404.17
BRSK1,-0.313413159,-0.889619952,-2.234047162,1.285402849,-0.072368646,-0.884832259,-0.065343242,-0.651048505,-1.31269586,-1.366436782,-0.831529959,0.13774249,0.397068789,0.84573834,0.076275139,0.823894424,1.331333859,0.77342066,1.064089244,1.178152488,0.708217247,C3,BRSK1,ENSG00000160469.16
COX6B2,-0.654432694,-0.619872817,-1.016044735,0.021832892,-0.926447679,-0.609867892,0.070588633,-0.263201812,-0.775017224,-1.033836986,-1.23262118,-0.292277253,0.249852232,0.707950777,-0.64563222,2.60834763,1.696629792,0.081506326,1.440409521,0.842432361,0.349702329,C3,COX6B2,ENSG00000160471.12
DEDD2,0.882498726,-0.354675164,-1.700804541,0.847939196,0.162912391,-1.403580295,1.406045015,0.624971927,-1.141864879,0.792584931,-0.115330192,0.730280361,1.064912762,0.060105928,-1.500735485,0.923394917,-0.342162482,-1.109636852,1.438607085,-0.332980139,-0.932483209,C1,DEDD2,ENSG00000160570.13
MPZL3,-1.027337482,-0.696622677,0.397409309,-0.929577336,-0.475405349,1.07825528,0.070814979,-0.193524598,1.230992062,-2.163644259,-1.730285387,-0.316182669,-0.408909091,-0.168634305,0.850070845,-0.178151011,0.440044072,1.750420419,0.424403841,0.680099125,1.36576423,C5,MPZL3,ENSG00000160588.9
NEK8,-0.89865013,1.13252178,1.988181492,-1.615362812,-0.476584032,0.529243347,-1.379615842,-0.830388013,0.125602704,0.353476835,0.680949367,-0.582949968,0.596730351,0.389944092,2.050609915,-0.302106673,-0.559320266,0.115651529,-1.171586526,0.555017861,-0.701365011,C4,NEK8,ENSG00000160602.13
CXCR5,-0.433582324,-0.806770754,-0.553377272,-0.613957247,-1.327069221,-0.404041435,-0.322145117,-1.458543165,-0.255595019,2.085632479,2.350144674,1.546020165,-0.576756109,-0.273719571,-0.117784892,-0.741163241,0.307691747,0.837356093,0.1210307,0.247544331,0.389085178,C5,CXCR5,ENSG00000160683.4
FDPS,0.149271364,0.378741563,0.539656716,0.190089717,0.64830355,0.751853168,-0.048066928,0.196734538,0.663310287,-2.609259334,-1.942022941,-2.286948399,0.676394397,0.362015673,0.544289495,0.866134707,0.368131184,0.186235171,0.574587743,0.086608479,-0.29606015,C4,FDPS,ENSG00000160752.14
SLC25A44,-0.417716958,0.211202066,-0.048562863,-0.596669803,0.176737137,-0.169051272,-0.566125101,0.080111535,0.018953398,-2.27660063,-2.036722382,-1.790452579,0.831589724,0.99318437,0.793703933,0.890750781,1.215341163,0.817429698,0.781219248,0.697142781,0.394535751,C5,SLC25A44,ENSG00000160785.13
LMNA,-0.959960569,-0.160742792,0.469983873,-1.130941981,-0.237414796,0.507642442,-0.694214099,-0.067364982,0.719286009,-1.810468165,-1.641347986,-1.395576107,-0.180945062,0.315770407,1.237521721,-0.409812676,0.92869034,1.374763279,0.528295168,1.138841673,1.467994305,C5,LMNA,ENSG00000160789.19
CCR5,0.516134052,0.816047952,1.373854615,0.042159666,0.946599405,1.548908652,0.629569459,1.365414052,1.570897862,-1.147802319,-0.511121809,-0.000507735,-1.383624716,-1.319274702,-0.091565544,-0.817558988,-0.831364396,-0.26496882,-1.180366018,-1.014242947,-0.247187722,C2,CCR5,ENSG00000160791.13
MYL3,-0.822569456,-0.835090725,1.203526805,-1.033803659,-0.777393734,1.077341575,-0.888657194,-0.471535498,1.258298658,-1.033803659,-1.033803659,-0.959966763,-0.26268348,1.161426833,0.928457794,-1.033803659,1.265516929,1.286057187,-0.633392612,1.247111149,0.358767168,C5,MYL3,ENSG00000160808.9
GPATCH4,-0.493646736,1.416739936,1.263220516,-1.140230393,1.552087094,0.968768232,-1.049449164,1.192922909,0.865784868,-1.116417077,-0.903666873,-1.366493023,-0.799288979,0.06387102,0.489327232,-1.060247983,0.505694592,0.318030958,-1.284585632,0.534948071,0.042630433,C4,GPATCH4,ENSG00000160818.16
CYP3A4,2.093513733,-0.079148643,-0.779287113,1.641702718,-0.977789164,-0.722385491,1.137519328,-0.834759584,-1.102837238,-1.102837238,-1.102837238,-0.581926966,0.70162799,0.460489003,-0.966720261,1.053180703,-0.232366713,0.010519954,1.426797843,0.061102254,-0.103557877,C1,CYP3A4,ENSG00000160868.14
CYP11B1,-0.091304957,-0.206975031,0.574015677,0.782308381,1.282793809,1.416182211,0.865994924,2.701072713,-0.129943915,-1.01845668,-0.431039288,-0.549160323,-1.01845668,-0.354265492,-0.094973519,-1.01845668,-0.531266157,-0.842974649,-1.01845668,-1.01845668,0.701819014,C2,CYP11B1,ENSG00000160882.11
HK3,-0.353519717,0.562283191,0.385075329,-1.291884754,2.570432441,1.423534351,-1.240151107,-0.208626697,-0.053798993,0.258089364,-1.604992596,-0.817528904,0.975866233,-0.363593822,0.816065662,-0.970905063,0.208553397,0.80754291,-0.759533329,0.135336791,-0.478244687,C4,HK3,ENSG00000160883.10
IER2,0.849201127,-0.607563316,-0.292812788,1.563694779,-0.66985363,0.082858524,2.064328328,-0.237020031,0.430531273,0.767438498,0.956101051,1.674536835,-0.632491644,-0.499099077,-1.648827613,0.201849473,-0.619951136,-1.384246026,-0.448717523,-0.803206873,-0.746750232,C2,IER2,ENSG00000160888.6
PTGER1,-0.395572073,-0.441425308,-0.766227379,-0.569090642,-0.609359226,-0.57466299,-0.551891694,-0.881440687,-0.704074737,-1.316191994,-1.092952072,-0.833135645,1.663729488,0.287750562,0.69153977,2.031048927,1.474555868,0.591633452,1.507390664,0.72785475,-0.239479033,C3,PTGER1,ENSG00000160951.3
SH2B2,-0.754190084,-1.258135358,-1.259384691,-0.619165369,-1.109713019,-1.218640052,-0.303178622,-0.959696865,-1.030060728,-0.367539903,-0.244791872,0.155704201,0.79002056,0.311255008,0.475008794,1.003381352,0.717981302,1.116904382,1.917190311,1.311863446,1.325187208,C3,SH2B2,ENSG00000160999.10
CCDC116,-0.471904497,1.225413609,0.163368994,-0.259527415,0.77146741,-0.495428079,1.139919874,0.833599598,-0.215553873,-0.467018283,-1.539056549,-1.079119695,-1.304808399,-0.271668905,2.73208609,-1.125154508,0.123709962,0.121458402,-0.763023067,0.585179927,0.296059404,C4,CCDC116,ENSG00000161180.10
FBXO27,-1.102209137,-0.409226481,-0.60695179,-0.542414069,0.791332842,-0.570830171,0.088856932,-0.594564772,-0.703390424,-2.431820854,-0.901910935,0.576430733,0.932239916,0.50269457,1.687095607,1.363611726,0.290523528,1.2389755,1.128518703,-0.586775,-0.150186426,C3,FBXO27,ENSG00000161243.8
THAP8,1.383968541,-0.366197792,-0.040924742,1.717290232,-0.653234254,-0.311008997,1.569584442,-0.135931887,-0.688163827,-2.169457324,-1.657712218,-1.02029016,1.186236527,-0.013477246,0.259344236,0.954703515,-0.369287786,0.051225302,0.614441092,0.036998295,-0.348105949,C1,THAP8,ENSG00000161277.10
COX7A1,0.937617416,1.091925268,-1.632041755,1.891075826,-0.79263795,0.909449214,1.740129975,0.664633204,-0.035382355,-0.763607116,-1.606136459,-0.214244888,-0.412926328,-0.548368871,0.333351223,-1.164609065,-0.002613145,-1.162648475,0.058657507,0.287077852,0.421298923,C2,COX7A1,ENSG00000161281.10
IKZF3,-0.348985977,0.060053577,2.115943668,-1.013746174,0.081611602,1.595901503,-0.00114018,0.889581102,1.9251834,-1.680723594,-0.48956187,0.648800365,-0.018218576,-0.626742882,0.642533406,-0.904177133,-0.775900638,-0.644879123,-0.548184759,-0.943290294,0.035942578,C4,IKZF3,ENSG00000161405.16
GRIN2C,-0.137728691,1.383868816,0.813842472,-0.756357598,0.970851406,-0.322975142,-0.026205751,1.558668043,-0.09825106,-1.706917509,-1.792074664,-0.225750678,-0.246366553,0.744517825,0.432389786,-1.714125798,0.638319821,0.618203251,-1.308079111,0.932468621,0.241702514,C4,GRIN2C,ENSG00000161509.13
FDXR,0.710368087,-0.340019428,0.200695332,0.443928456,-0.250886678,0.152869526,0.72751535,-0.38461425,0.067159773,-1.718995255,-2.434499923,-2.430767583,0.973887368,0.956609082,0.690221381,0.660302864,0.474242466,0.390028615,0.420955389,0.432339125,0.258660302,C1,FDXR,ENSG00000161513.11
SRSF2,-0.413277605,1.066232457,0.876133481,-0.79613145,1.046503361,1.036453235,-0.749887007,1.130117412,0.953353694,-2.950755142,-0.928395164,0.131483043,-0.360393987,-0.255390332,1.023216767,-0.824793187,0.322533848,0.063071627,-0.773148861,0.398521494,0.004552317,C4,SRSF2,ENSG00000161547.16
TMEM143,1.711645048,-0.781918796,-1.037817389,1.158653818,-1.229188927,-0.610070646,1.727191979,-0.062027104,-0.609814634,-1.405719306,-0.913357627,-1.260995107,0.834135816,0.828684303,0.32598063,0.609090062,0.329538616,-0.723816343,1.280101421,0.26948427,-0.439780086,C1,TMEM143,ENSG00000161558.10
ALDH16A1,1.1592916,0.583314709,1.063154269,0.607747952,0.696803272,1.110118395,0.622839259,0.504401108,0.924129912,1.399967118,0.190536435,0.175672115,-0.513736828,-0.967690834,-0.050955373,-1.760905911,-1.188475223,-1.808882858,-0.845517657,-0.773162355,-1.128649103,C2,ALDH16A1,ENSG00000161618.9
ITGA5,1.139843898,-1.107893959,-0.754164532,0.980599442,-1.437129217,-0.730328528,1.278121178,-1.099755263,-1.200034727,-0.024100301,-0.159480889,0.213566589,1.266797207,-1.178638665,-0.720967554,1.615920668,-0.442383737,0.148042384,1.537191812,0.169628441,0.505165752,C1,ITGA5,ENSG00000161638.10
ZNF385A,-0.814562708,-1.044005559,-1.490988211,-0.225694427,-1.091913377,-0.998750046,0.698229293,-2.089161081,-0.093946968,0.602972581,-0.318260858,1.43542811,1.296901887,-0.16942692,-0.046091762,1.006436029,1.303546179,0.480965675,0.79481512,1.02091493,-0.257407887,C3,ZNF385A,ENSG00000161642.17
NAGS,-0.416845551,-1.09742001,-0.752120374,-0.160768006,-0.688029579,-0.169904001,-0.536181488,-0.808476494,-0.868116566,-1.09742001,-1.09742001,-0.709845855,1.032840844,0.438406259,-0.071242234,1.837532849,0.399143006,1.167507691,2.3692048,0.173364354,1.055790374,C3,NAGS,ENSG00000161653.10
LARP4,-0.355124143,1.310295608,0.432157616,-0.404978812,0.916216304,0.209672737,-0.555637373,0.886027569,0.471324197,-2.994369242,-1.961833019,-0.781448907,0.174976876,0.624570844,0.791902191,-0.470411802,0.804676342,0.17160681,0.130190056,0.438097787,0.162088362,C4,LARP4,ENSG00000161813.21
ZNF653,0.813586335,-0.665488745,-1.449721962,1.405910725,-0.001166667,-0.910360021,1.75065407,-0.180188075,-0.11739346,0.626869749,0.207328383,-2.544976516,1.221879498,-0.73421546,0.20771758,0.292094638,-0.708708333,-0.221074658,0.985705858,0.385442914,-0.363895852,C1,ZNF653,ENSG00000161914.9
