"","pc1_loadings","pc2_loadings","cartex_200gene"
"ZNF408",0.0177696944159558,0.0876367516704549,"no"
"CATSPER1",0.0438005351972229,0.0280422447237835,"no"
"CST6",0.04348184039667,0.0210831241032387,"yes"
"NRIP3",0.0394357723215254,0.0207579141425308,"no"
"LPL",0.0404221995401702,-0.0303733887453247,"no"
"UCP3",0.0338058893316558,0.0725632640807404,"yes"
"ETV4",0.0309099800896738,-0.0560086962578409,"no"
"B3GNT5",0.0456361236436792,-0.0348873524131316,"no"
"MYO1D",0.0421203012709766,-0.0377140370376537,"no"
"FOXL1",0.0422406031772423,-0.00447224519728293,"no"
"IRX5",0.0293730402085643,0.096167860620405,"no"
"METRNL",0.0439200375630352,0.0347134828340367,"yes"
"C8G",0.0233423315388568,0.0861480236803461,"no"
"FAM89B",0.0430317078859497,-0.0146376100215948,"no"
"TGIF1",0.0446824583159261,-0.0122090628212565,"no"
"OLIG3",0.0386219937742199,-0.0268820026930761,"yes"
"ZBED2",0.0409452566235782,-0.06553020002203,"yes"
"JUN",0.0395097237635338,0.0610044665454338,"no"
"FAM20C",0.0381301405067418,0.0115690947049435,"no"
"CCDC184",0.0413854077200142,0.0152133836943737,"no"
"ZC3H12D",0.0453526314795458,-0.0168449303144316,"yes"
"ZFAND2A",0.022883440607929,0.0945750171329855,"no"
"ZNF223",0.0359595991941752,-0.0321593121418165,"no"
"BEND3",0.0379923611187691,-0.070312904145301,"no"
"GPR35",0.0345318662489445,0.0132016471404592,"no"
"CD300LB",0.0417736816862793,0.0339301208904581,"no"
"OPLAH",0.0400616679849818,-0.0370669899111878,"no"
"MSC",0.0248082203281741,0.082209318611939,"yes"
"NSUN7",0.0450116602009225,0.00827821519105628,"no"
"GATA2",0.0409012659883562,0.0478039793164128,"no"
"APOBEC3B",0.0365839568094824,-0.0324995519611071,"yes"
"MYADM",0.0284059336881867,0.090380805898079,"no"
"AKAP5",0.0459699631182899,0.00817421727868295,"no"
"C1orf194",0.0287862629723862,0.0593974594580146,"no"
"C3orf80",0.0379693174130901,0.0386583900034122,"no"
"MTURN",0.0415112782786951,-0.0191504026401615,"yes"
"MB21D2",0.0419168265904115,0.0397957008084994,"yes"
"BHLHE22",0.0403119800864194,0.0362820929932984,"no"
"BBS12",0.0415725773360167,-0.0408528818535406,"no"
"TMEM136",0.0400234668292377,-0.0117409063680485,"no"
"PHLDA2",0.0397787346346855,0.00329490303620258,"no"
"TIGIT",0.0341937805528073,-0.0170646637424712,"yes"
"XKRX",0.045789856248656,-0.0217521854531082,"yes"
"RGS6",0.0453693952265963,-0.0296662893458986,"no"
"PMCH",0.0472993269800762,-0.00161980115484783,"yes"
"ZNF438",0.0429574601391624,-0.044832326457513,"yes"
"KLHL25",0.0440599401990399,0.00992861260331276,"no"
"MRGPRX2",0.0324699890768812,0.0257484663248183,"yes"
"LHFPL6",0.045870531163318,-0.0287152937803001,"no"
"ACSM2A",0.0387218010024926,-0.0064473260923116,"no"
"TSPYL2",0.0450034248754927,-0.0375856622083286,"no"
"CLECL1",0.0445550180360471,0.00601841160226668,"yes"
"CSF1",0.0466852204295212,-0.0113195267122353,"yes"
"PROS1",0.0461107388804847,-0.0175742579495654,"no"
"DUSP8",0.0394405255115592,0.0731916447515355,"yes"
"NELL2",0.0363375261946654,-0.0328259247863593,"no"
"AMER1",0.0453021583519596,-0.0272170265310874,"no"
"EIF4ENIF1",0.0487745692690574,-0.00760917217179219,"no"
"SMIM10",0.0434619103199089,-0.0271016159829862,"no"
"FAM43A",0.0441833514046072,0.0131214148817832,"yes"
"SHC4",0.0482308146397182,-0.024116345290885,"yes"
"KRT79",0.0443234740899564,-0.0269469485496365,"yes"
"ZFP36L1",0.0317538747849734,0.0108372370479019,"no"
"POU3F1",0.042972244410402,0.039058992033002,"no"
"IRS2",0.0238278218362008,0.102971726350567,"no"
"EDARADD",0.0421423333654097,-0.0140522095720154,"yes"
"KRT3",0.0350142792524769,0.018746622760941,"yes"
"INSIG1",0.0375332233714868,-0.0141881556308886,"no"
"CARMIL3",0.0481706585882946,0.00620560228562443,"yes"
"TNFRSF4",0.0457841207165797,-0.0356196941824693,"yes"
"TNFRSF18",0.0460300510053956,-0.033924307161817,"yes"
"MT1X",0.0296532492046744,0.0903190879166005,"yes"
"LHFPL3",0.0431395908783088,-0.00844685283010274,"no"
"ERC2",0.0426943374387656,-0.0130015023866415,"no"
"DNAJB13",0.0342805923967958,0.0652040115759607,"yes"
"C2orf66",0.0400321449510379,0.0504141362746645,"no"
"TPRG1",0.0460161811278836,-0.0073629498076093,"yes"
"MORN2",0.0365884458304067,0.0593686567558619,"no"
"NHS",0.0251279299168449,-0.0492473866945634,"no"
"IER5L",0.0377186618140056,0.0506315929212387,"no"
"INSC",0.0440108313624313,-0.00257724572046311,"no"
"ASAH2",0.0356919019236826,0.00247103224897668,"no"
"HMX3",0.0361492951101397,0.0237796727131307,"no"
"ASTL",0.0308129264768078,0.0553569988073309,"no"
"KIR2DL4",0.0453002280194349,0.0359398110169816,"yes"
"APOD",0.039933558683717,-0.0262836452696084,"yes"
"H1F0",0.0446162364089104,0.00927120935490133,"yes"
"IL1RAP",0.0457607499606771,-0.028591922803283,"no"
"PAX5",0.0410600016825513,0.00896191765804428,"no"
"PLEKHG4",0.0441755131240588,0.0262836321763338,"no"
"ZNF34",0.0337550766007401,0.0710812576567249,"no"
"PPP1R26",0.0417972705458456,-0.0219444740172728,"no"
"ARMCX4",0.0425656836469953,-0.0439075619983403,"no"
"ZNF799",0.0214311607944411,0.00568096341517412,"no"
"TCF4",0.0373921742043799,0.0381739913094704,"no"
"TTC30B",0.0328360376674814,0.0797448441795348,"no"
"NF1",0.0457469851132723,-0.0319842307963225,"no"
"ARHGEF12",0.0453548861910324,0.0220160622614979,"no"
"FAM3C",0.0466604744838829,0.00436851863173008,"no"
"SERTAD1",0.0278495986148378,0.0895209044372838,"no"
"DTHD1",0.0429457999997397,0.0278046465192947,"yes"
"LRRC8B",0.0472326359634416,0.00181800921303042,"no"
"PIWIL2",0.0452636063973942,0.0279523770486082,"no"
"SLC22A4",0.0361252556326539,-0.0540263051773904,"no"
"PDGFA",0.0422698995733674,-0.0439967166297523,"yes"
"TTC30A",0.0276346822943201,0.0540361884891813,"no"
"MYH6",0.0474159646687644,-0.0300080160912982,"yes"
"FAM49A",0.0418633497143417,0.0020466146662071,"no"
"PLCG2",0.0410141098507542,-0.0345897312131024,"no"
"PIM3",0.0369655608973809,0.0497818865987697,"no"
"NTRK1",0.0446957085528003,-0.0422460907150485,"yes"
"CTNND1",0.0348944274579223,-0.0311395180837577,"no"
"SLC5A3",0.0396584561104947,-0.054257269759704,"no"
"GK",0.0425819299628964,-0.0319782824992568,"no"
"INPP5F",0.0342632352316,-0.0457125956893948,"no"
"SELENOM",0.0475555426470944,-0.00858377942166498,"yes"
"DMD",0.0479450791302009,-0.0161721517994273,"yes"
"KIF1BP",0.0318710055519141,-0.0681119641728516,"no"
"LAYN",0.0371804743036932,-0.0180876333864338,"yes"
"PPP1R10",0.0380387793117108,0.0699477420461852,"no"
"ZNF155",0.0404112082689377,-0.00857911023039995,"no"
"ZNF425",0.0341600157283815,0.0609442198979927,"no"
"ADGRG1",0.0469669882781614,0.000986805511713224,"yes"
"ITPRIPL2",0.0466365116472401,0.00591035784242311,"yes"
"KLRC2",0.0442379258193311,-0.0321774756927082,"yes"
"KLRC3",0.0458580998107465,0.00647603948368755,"no"
"C17orf51",0.0254431487914972,-0.0734120793084742,"no"
"FAM24B",0.0240920810175753,-0.0040780258704346,"no"
"COLCA2",0.0372934798822094,0.00737427892838363,"no"
"UBE2QL1",0.0457482743863145,0.0144285502351273,"yes"
"MYL5",0.0212908978197982,0.016821341847425,"no"
"C2orf16",0.0414014654759344,0.0492807454695629,"no"
"CEBPD",0.0397572643007023,0.0593318492450944,"yes"
"HMSD",0.0454433322036461,-0.0422587097311081,"yes"
"FADS3",0.0476334897291365,-0.0260821688867663,"yes"
"KLLN",0.0353737876565372,0.0630078747743604,"no"
"SHISA8",0.0448156349203107,0.00660367741638561,"no"
"ETV5",0.0343219429754023,0.00745379207607731,"no"
"AC068580.4",0.0446622188524916,-0.0341219816261641,"no"
"LYN",0.0458519925651129,-0.0389259532475324,"no"
"AC068775.2",0.0404954736016955,-0.0282564673121862,"yes"
"MTRNR2L1",0.0243379302354199,0.051363585181664,"no"
"AC090527.2",0.0374866516890029,-0.0068753363073988,"no"
"MMP12",0.0376279405522114,0.00404807847680633,"no"
"OTUD7B",0.0452070536799708,-0.0332497074478973,"no"
"GDF10",0.0462297184013369,-0.0307320710276971,"yes"
"SPIB",0.0423839085132102,0.0272378073884907,"no"
"HIST2H4B",0.0295637470797546,0.0538444553035244,"no"
"MTRNR2L13",0.0252187217281868,0.0586432100782454,"no"
"CYFIP1",0.0444212742988353,-0.0352326510994847,"no"
"CCL4",0.0412964327356339,-0.00236714054915679,"yes"
"CCL18",0.0361227008898823,0.0766609717703576,"no"
"HNF1B",0.0362316251652523,-0.0669645349146555,"yes"
"CCL4L2",0.0269910467182292,0.0514382337065549,"yes"
"CCL3L3",0.029971922032394,0.0151424832142648,"yes"
"ZNF670",0.0421526659860377,0.000950329420587341,"no"
"CCL3",0.0415290081154225,-0.000751546115180691,"yes"
"IQCJ.SCHIP1",0.0452820818850697,0.0238596639378886,"yes"
